train_rmse,train_loss,epoch,step,val_rmse,val_loss
0.009524245746433735,0.0001302434829995036,16,1749,,
0.008270518854260445,0.000136688380734995,16,1799,,
0.007441328838467598,0.00010059475607704371,16,1849,,
,,16,1852,0.003842569189146161,2.388888424320612e-05
0.007805242668837309,0.00010953558376058936,17,1899,,
0.008003783412277699,0.0001110806770157069,17,1949,,
,,17,1961,0.0040080370381474495,3.667498822323978e-05
0.011204306036233902,0.00017239764565601945,18,1999,,
0.009311183355748653,0.00013093921006657183,18,2049,,
,,18,2070,0.003470096504315734,1.8438673578202724e-05
0.007734312675893307,0.00017898817895911634,19,2099,,
0.009389501065015793,0.0001853687281254679,19,2149,,
,,19,2179,0.0036995699629187584,2.626744935696479e-05
0.009729728102684021,0.0001558226067572832,20,2199,,
0.007978980429470539,0.0001051355357049033,20,2249,,
,,20,2288,0.0040075513534247875,2.3918742954265326e-05
0.009531636722385883,0.00012416845129337162,21,2299,,
0.0074598947539925575,0.00011321096826577559,21,2349,,
,,21,2397,0.0037847934290766716,2.940789272543043e-05
0.008284909650683403,0.00010611170728225261,22,2399,,
0.0066701192408800125,7.930143328849226e-05,22,2449,,
0.00690794549882412,0.00010046773968497291,22,2499,,
,,22,2506,0.003399922512471676,1.690085082373116e-05
0.006897404789924622,6.861102883704007e-05,23,2549,,
0.006538974121212959,7.885508239269257e-05,23,2599,,
,,23,2615,0.004240464419126511,2.265909279230982e-05
0.005427087191492319,5.6343233154620975e-05,24,2649,,
0.005960759241133928,9.233182936441153e-05,24,2699,,
,,24,2724,0.003314480185508728,1.4449409718508832e-05
0.007748807780444622,9.023104212246835e-05,25,2749,,
0.008454088121652603,0.00010695720266085118,25,2799,,
,,25,2833,0.003455351572483778,2.0243076505721547e-05
0.005990988574922085,5.717431486118585e-05,26,2849,,
0.006678594276309013,6.405824387911707e-05,26,2899,,
,,26,2942,0.0034847070928663015,1.8645167074282654e-05
0.006559664383530617,6.720722012687474e-05,27,2949,,
0.005286369007080793,5.394595063989982e-05,27,2999,,
0.005522544961422682,4.571535828290507e-05,27,3049,,
,,27,3051,0.003670677077025175,1.7265056158066727e-05
0.0062003787606954575,6.360506813507527e-05,28,3099,,
0.007055829744786024,8.169029024429619e-05,28,3149,,
,,28,3160,0.0034593911841511726,1.6709132978576235e-05
0.007352484855800867,7.14717898517847e-05,29,3199,,
0.006617614533752203,6.560015754075721e-05,29,3249,,
,,29,3269,0.0034254114143550396,1.9037126548937522e-05
0.006238101981580257,5.8092293329536915e-05,30,3299,,
0.005439882166683674,5.067578604212031e-05,30,3349,,
,,30,3378,0.003318878123536706,1.5471214283024892e-05
0.0046574692241847515,4.149589949520305e-05,31,3399,,
0.005762782879173756,5.2007260819664225e-05,31,3449,,
,,31,3487,0.003030868712812662,1.2567958037834615e-05
0.005066913552582264,4.433436333783902e-05,32,3499,,
0.0055923680774867535,4.256961983628571e-05,32,3549,,
,,32,3596,0.0034083398059010506,1.820020224840846e-05
0.004732425324618816,3.411278885323554e-05,33,3599,,
0.005287473089993,4.853257996728644e-05,33,3649,,
0.0059750014916062355,5.076324305264279e-05,33,3699,,
,,33,3705,0.0029773726128041744,1.100393637898378e-05
0.00583744328469038,6.089558155508712e-05,34,3749,,
0.004825410898774862,3.8700789446011186e-05,34,3799,,
,,34,3814,0.003252174472436309,1.4068224118091166e-05
0.005259113851934671,4.066838664584793e-05,35,3849,,
0.005664258264005184,4.2399391531944275e-05,35,3899,,
,,35,3923,0.0032360036857426167,1.3919407138018869e-05
0.005246669054031372,3.841775469481945e-05,36,3949,,
0.004764343611896038,3.3598589652683586e-05,36,3999,,
,,36,4032,0.003087255172431469,1.603921555215493e-05
0.006388982757925987,5.272959970170632e-05,37,4049,,
0.004303543362766504,3.111453042947687e-05,37,4099,,
,,37,4141,0.0033842865377664566,1.5814348444109783e-05
0.007724509574472904,6.552569539053366e-05,38,4149,,
0.004778228234499693,3.7800506106577814e-05,38,4199,,
0.005798391066491604,4.222293136990629e-05,38,4249,,
,,38,4250,0.0033118727151304483,1.4795339666306973e-05
0.005540022626519203,4.3759369873441756e-05,39,4299,,
0.0045396629720926285,3.183326043654233e-05,39,4349,,
,,39,4359,0.002986525883898139,1.0693881449697074e-05
0.005518416408449411,5.743880319641903e-05,40,4399,,
0.004765789024531841,2.995574686792679e-05,40,4449,,
,,40,4468,0.0031007002107799053,1.1316295058350079e-05
0.005195335950702429,4.5738321205135435e-05,41,4499,,
0.004876116756349802,3.1150088034337386e-05,41,4549,,
,,41,4577,0.0032732822000980377,1.5045081454445608e-05
0.005914889741688967,5.405795673141256e-05,42,4599,,
0.004430652596056461,2.5387187633896247e-05,42,4649,,
,,42,4686,0.0030691265128552914,1.1755211744457483e-05
0.005154266022145748,3.503842162899673e-05,43,4699,,
0.0041795168071985245,2.5891127734212205e-05,43,4749,,
,,43,4795,0.0030446043238043785,1.1134787200717255e-05
0.004461045376956463,2.8118778573116288e-05,44,4799,,
0.00457781832665205,2.979457531182561e-05,44,4849,,
0.005539764650166035,4.9815193051472306e-05,44,4899,,
,,44,4904,0.0029333108104765415,1.057946246874053e-05
0.005224059335887432,4.3429259676486254e-05,45,4949,,
0.004086432978510857,2.510490048734937e-05,45,4999,,
,,45,5013,0.003060236107558012,1.2427675756043755e-05
0.005374112166464329,4.931459989165887e-05,46,5049,,
0.004598719999194145,3.144993388559669e-05,46,5099,,
,,46,5122,0.002849763724952936,1.0600813766359352e-05
0.004065477754920721,2.4411043341387995e-05,47,5149,,
0.0051208371296525,3.79153061658144e-05,47,5199,,
,,47,5231,0.002887285780161619,1.118480577133596e-05
0.004242324735969305,2.473388121870812e-05,48,5249,,
0.005197188816964626,3.275633207522333e-05,48,5299,,
,,48,5340,0.002968007931485772,1.1114590961369686e-05
0.0037152059376239777,1.8757276848191395e-05,49,5349,,
0.0051308246329426765,3.4979246265720576e-05,49,5399,,
0.004096868447959423,2.414326081634499e-05,49,5449,,
,,49,5449,0.002746591344475746,9.571543159836438e-06
0.00419305544346571,2.2722091671312228e-05,50,5499,,
0.0040604653768241405,2.5332865334348753e-05,50,5549,,
,,50,5558,0.003000810742378235,1.170108953374438e-05
0.0034849168732762337,1.7537571693537757e-05,51,5599,,
0.003911372274160385,2.2290556444204412e-05,51,5649,,
,,51,5667,0.0027206214144825935,9.00966097105993e-06
0.004008031915873289,2.2891941625857726e-05,52,5699,,
0.004043353721499443,2.7073410819866695e-05,52,5749,,
,,52,5776,0.0027593974955379963,1.0327836207579821e-05
0.003922412171959877,2.127223342540674e-05,53,5799,,
0.0037860835436731577,2.783039781206753e-05,53,5849,,
,,53,5885,0.003065977245569229,1.223025446961401e-05
0.003758323611691594,1.810325193218887e-05,54,5899,,
0.005772700067609549,4.985818304703571e-05,54,5949,,
,,54,5994,0.0037926326040178537,2.182508251280524e-05
0.005468126852065325,4.527909914031625e-05,55,5999,,
0.004473564215004444,2.763725206023082e-05,55,6049,,
0.004194812849164009,2.0020144802401774e-05,55,6099,,
,,55,6103,0.003033870365470648,1.1973052096436732e-05
0.0047402773052453995,3.2693962566554546e-05,56,6149,,
0.004669699817895889,3.0439487090916373e-05,56,6199,,
,,56,6212,0.002978989854454994,1.387513657391537e-05
0.00482143834233284,2.8091464628232643e-05,57,6249,,
0.0038501357194036245,1.9518734916346148e-05,57,6299,,
,,57,6321,0.0027688811533153057,9.547799891151953e-06
0.003676017979159951,1.834728755056858e-05,58,6349,,
0.003540982026606798,1.685281858954113e-05,58,6399,,
,,58,6430,0.0028753895312547684,1.039204653352499e-05
0.004007931798696518,2.43849353864789e-05,59,6449,,
0.00368915474973619,1.716084807412699e-05,59,6499,,
,,59,6539,0.0027761906385421753,9.291719834436662e-06
0.003123692935332656,1.3569993825512938e-05,60,6549,,
0.003850494045764208,1.9796918422798626e-05,60,6599,,
,,60,6648,0.0028155967593193054,1.0007202945416793e-05
0.003929911181330681,2.1864841983187944e-05,61,6649,,
0.0034235455095767975,1.5858855476835743e-05,61,6699,,
0.0037790737114846706,1.974742190213874e-05,61,6749,,
,,61,6757,0.0027589877136051655,9.47300395637285e-06
0.003588989144191146,1.571679240441881e-05,62,6799,,
0.0042342012748122215,2.4019456759560853e-05,62,6849,,
,,62,6866,0.002807385055348277,9.906400919135194e-06
0.004209091886878014,2.4407243472523987e-05,63,6899,,
0.003667302895337343,1.751202580635436e-05,63,6949,,
,,63,6975,0.002905699424445629,1.0200307769991923e-05
0.003199732629582286,1.5170854567259084e-05,64,6999,,
0.0029959799721837044,1.259884265891742e-05,64,7049,,
,,64,7084,0.0032768058590590954,1.317660280619748e-05
0.0036750384606420994,1.9245182556915097e-05,65,7099,,
0.003215492470189929,1.3388797015068121e-05,65,7149,,
,,65,7193,0.002845908049494028,9.854796189756598e-06
0.00385880284011364,1.7114969523390755e-05,66,7199,,
0.0036272788420319557,1.706931652734056e-05,66,7249,,
0.0029613059014081955,1.2360955224721693e-05,66,7299,,
,,66,7302,0.0026084883138537407,8.447299478575587e-06
0.0032369629479944706,1.4103361536399461e-05,67,7349,,
0.0035741832107305527,1.787589098967146e-05,67,7399,,
,,67,7411,0.0028147229459136724,1.0182821824855637e-05
0.0029619247652590275,1.35745913212304e-05,68,7449,,
0.003482916858047247,1.5334724594140425e-05,68,7499,,
,,68,7520,0.002794323954731226,1.114806582336314e-05
0.003314006607979536,1.425561094947625e-05,69,7549,,
0.0030130227096378803,1.1562595318537205e-05,69,7599,,
,,69,7629,0.002718284958973527,9.619789125281386e-06
0.0028412872925400734,1.153403445641743e-05,70,7649,,
0.0037095090374350548,1.734686884447001e-05,70,7699,,
,,70,7738,0.0029074260964989662,1.0627501978888176e-05
0.003613963257521391,1.5538847947027534e-05,71,7749,,
0.0032789865508675575,1.7205657059093937e-05,71,7799,,
,,71,7847,0.002696544397622347,9.096111170947552e-06
0.002761085983365774,1.1177970009157434e-05,72,7849,,
0.003217602614313364,1.356928169116145e-05,72,7899,,
0.003041699528694153,1.3027818567934446e-05,72,7949,,
,,72,7956,0.0028734307270497084,1.2403330401866697e-05
0.00311277131550014,1.2400076229823753e-05,73,7999,,
0.0029895238112658262,1.1237256330787204e-05,73,8049,,
,,73,8065,0.0026864574756473303,9.476196282776073e-06
0.0027368555311113596,9.525654604658484e-06,74,8099,,
0.003288844134658575,1.597731352376286e-05,74,8149,,
,,74,8174,0.002747720805928111,9.625851816963404e-06
0.003207886591553688,1.503854218753986e-05,75,8199,,
0.0031320233829319477,1.309793060499942e-05,75,8249,,
,,75,8283,0.0027448711916804314,9.693483661976643e-06
0.002687556901946664,1.0937823390122503e-05,76,8299,,
0.003508092602714896,1.88262765732361e-05,76,8349,,
,,76,8392,0.002755443099886179,9.87922066997271e-06
0.0026942589320242405,9.361618140246719e-06,77,8399,,
0.0027575241401791573,1.1846153938677162e-05,77,8449,,
0.003087734803557396,1.3324222891242243e-05,77,8499,,
,,77,8501,0.002705095801502466,9.574594514560886e-06
0.0022800175938755274,6.512967956950888e-06,78,8549,,
0.0023855639155954123,7.165575880208053e-06,78,8599,,
,,78,8610,0.002811926417052746,9.971176041290164e-06
0.002472691237926483,1.1428197467466816e-05,79,8649,,
0.0023344424553215504,7.439976343448507e-06,79,8699,,
,,79,8719,0.0026320847682654858,9.390960258315317e-06
0.00263338559307158,9.853008123172913e-06,80,8749,,
0.0030201019253581762,1.154897290689405e-05,80,8799,,
,,80,8828,0.03783063590526581,0.004071126691997051
0.005689782090485096,4.1885119571816176e-05,81,8849,,
0.0038725491613149643,1.7021457097143866e-05,81,8899,,
,,81,8937,0.002832023659721017,9.943993063643575e-06
0.003714894875884056,1.7411195585737005e-05,82,8949,,
0.003319801762700081,1.3216741535870824e-05,82,8999,,
,,82,9046,0.002924381522461772,1.1038748198188841e-05
0.0037339648697525263,1.9100614736089483e-05,83,9049,,
0.0032577253878116608,1.3112165106576867e-05,83,9099,,
0.003216562559828162,1.3186843716539443e-05,83,9149,,
,,83,9155,0.0026212912052869797,8.445177627436351e-06
0.0036933589726686478,1.7709688108880073e-05,84,9199,,
0.0035287714563310146,1.7550104530528188e-05,84,9249,,
,,84,9264,0.0026468499563634396,8.680100108904298e-06
0.0028910976834595203,9.83819700195454e-06,85,9299,,
0.0036276872269809246,1.866527964011766e-05,85,9349,,
,,85,9373,0.0026739626191556454,9.14468000701163e-06
0.0030942177399992943,1.1193026693945285e-05,86,9399,,
0.004137938842177391,2.0995412342017516e-05,86,9449,,
,,86,9482,0.0025309701450169086,7.910541171440855e-06
0.0031403496395796537,1.2907346899737604e-05,87,9499,,
0.0035119603853672743,1.5462632291018963e-05,87,9549,,
,,87,9591,0.0025912390556186438,8.373444870812818e-06
0.003472062759101391,1.4121931599220261e-05,88,9599,,
0.0033770198933780193,1.3938890333520249e-05,88,9649,,
0.0028646569699048996,1.0976586054312065e-05,88,9699,,
,,88,9700,0.00274260132573545,9.141544069279917e-06
0.003180223982781172,1.2705964763881639e-05,89,9749,,
0.003265631152316928,1.4060239664104301e-05,89,9799,,
,,89,9809,0.00279881339520216,1.2306865755817853e-05
0.0029061841778457165,1.1349065061949659e-05,90,9849,,
0.002622145926579833,8.866103598847985e-06,90,9899,,
,,90,9918,0.0027193045243620872,9.523913831799291e-06
0.003149922238662839,1.2435621101758443e-05,91,9949,,
0.003143768757581711,1.1899675882887095e-05,91,9999,,
,,91,10027,0.0025901878252625465,8.878569133230485e-06
0.003086807206273079,1.1870472008013166e-05,92,10049,,
0.002959085162729025,1.0359166481066495e-05,92,10099,,
,,92,10136,0.002553279045969248,8.182903911801986e-06
0.003094208426773548,1.3135475455783308e-05,93,10149,,
0.002780590206384659,1.0279165508109145e-05,93,10199,,
,,93,10245,0.0025525253731757402,8.086943125817925e-06
0.0031203734688460827,1.2154796422692016e-05,94,10249,,
0.0029991050250828266,1.21374496302451e-05,94,10299,,
0.002966509200632572,1.1007318789779674e-05,94,10349,,
,,94,10354,0.0026740762405097485,9.011191650643013e-06
0.0030481647700071335,1.2307549695833586e-05,95,10399,,
0.0027447580359876156,8.925892871047836e-06,95,10449,,
,,95,10463,0.002643042476847768,8.936971426010132e-06
0.0028701976407319307,1.0968130482069682e-05,96,10499,,
0.002751619089394808,1.0000947440857999e-05,96,10549,,
,,96,10572,0.0026656780391931534,8.867405995260924e-06
0.002514207037165761,8.542957402823959e-06,97,10599,,
0.0031028278172016144,1.3076953109703027e-05,97,10649,,
,,97,10681,0.0025463176425546408,8.258235538960434e-06
0.002873754594475031,9.731693353387527e-06,98,10699,,
0.0027469720225781202,9.745757779455744e-06,98,10749,,
,,98,10790,0.00256329495459795,8.531091225449927e-06
0.0025479099713265896,8.559960406273603e-06,99,10799,,
0.0026341769844293594,8.702847480890341e-06,99,10849,,
0.0024957703426480293,8.943605280364864e-06,99,10899,,
,,99,10899,0.002460584742948413,8.010788405954372e-06
