train_rmse,train_loss,epoch,step,val_rmse,val_loss
0.6109481453895569,0.4434574246406555,0,49,,
0.5508561134338379,0.3766441345214844,0,99,,
0.5553560256958008,0.37601253390312195,0,149,,
,,0,150,0.5254831314086914,0.3609369993209839
0.5184717178344727,0.3446919023990631,1,199,,
0.5254817008972168,0.34882962703704834,1,249,,
0.5353348255157471,0.36627134680747986,1,299,,
,,1,301,0.5122548937797546,0.33924511075019836
0.47606682777404785,0.3005412817001343,2,349,,
0.35533323884010315,0.18056070804595947,2,399,,
0.36905816197395325,0.18226301670074463,2,449,,
,,2,452,0.3415270745754242,0.15799745917320251
0.26188942790031433,0.09913288056850433,3,499,,
0.24033686518669128,0.08913575112819672,3,549,,
0.18899810314178467,0.055263690650463104,3,599,,
,,3,603,0.21390241384506226,0.06599292159080505
0.194334477186203,0.054808955639600754,4,649,,
0.15352791547775269,0.03590212017297745,4,699,,
0.14089857041835785,0.026907093822956085,4,749,,
,,4,754,0.09919895231723785,0.014037275686860085
0.12279587984085083,0.018989242613315582,5,799,,
0.13738617300987244,0.024362966418266296,5,849,,
0.1359136551618576,0.024017032235860825,5,899,,
,,5,905,0.09074994921684265,0.009675199165940285
0.12774574756622314,0.02101542428135872,6,949,,
0.12873362004756927,0.021315138787031174,6,999,,
0.13201311230659485,0.021623773500323296,6,1049,,
,,6,1056,0.05582698807120323,0.0038540815003216267
0.11754489690065384,0.017752543091773987,7,1099,,
0.11528006196022034,0.016653088852763176,7,1149,,
0.1315876841545105,0.020861158147454262,7,1199,,
,,7,1207,0.0672699585556984,0.006418582517653704
0.14645695686340332,0.02484474703669548,8,1249,,
0.12899978458881378,0.02114231139421463,8,1299,,
0.1505272388458252,0.027808550745248795,8,1349,,
,,8,1358,0.06275099515914917,0.005308167077600956
0.12755239009857178,0.019953696057200432,9,1399,,
0.12717409431934357,0.019849903881549835,9,1449,,
0.10525764524936676,0.013508118689060211,9,1499,,
,,9,1509,0.06289546191692352,0.005041925236582756
0.11830267310142517,0.01703919842839241,10,1549,,
0.10824193805456161,0.014493563212454319,10,1599,,
0.13582701981067657,0.02188439667224884,10,1649,,
,,10,1660,0.060979653149843216,0.004574578255414963
0.1263965517282486,0.02023819275200367,11,1699,,
0.108365498483181,0.014528753235936165,11,1749,,
0.12443442642688751,0.019477277994155884,11,1799,,
,,11,1811,0.05823040008544922,0.004255755804479122
0.09249940514564514,0.011027160100638866,12,1849,,
0.11322735249996185,0.01645236276090145,12,1899,,
0.14699341356754303,0.024675752967596054,12,1949,,
,,12,1962,0.05985719710588455,0.00426079984754324
0.12600257992744446,0.01945212483406067,13,1999,,
0.1025993749499321,0.013058910146355629,13,2049,,
0.11404522508382797,0.016049614176154137,13,2099,,
,,13,2113,0.05099538713693619,0.003423265414312482
0.09843200445175171,0.01239167433232069,14,2149,,
0.09913068264722824,0.013002260588109493,14,2199,,
0.0977591872215271,0.01198829896748066,14,2249,,
,,14,2264,0.05870069935917854,0.004078805912286043
0.09340137988328934,0.01076145377010107,15,2299,,
0.10537660121917725,0.014995435252785683,15,2349,,
0.09072932600975037,0.010418917052447796,15,2399,,
,,15,2415,0.06495994329452515,0.005511926487088203
0.1042189747095108,0.013062693178653717,16,2449,,
0.12511160969734192,0.017320439219474792,16,2499,,
0.08104531466960907,0.00824066437780857,16,2549,,
,,16,2566,0.059777673333883286,0.004536365624517202
0.10169246047735214,0.012415241450071335,17,2599,,
0.11507126688957214,0.014963995665311813,17,2649,,
0.1039665937423706,0.012694014236330986,17,2699,,
,,17,2717,0.055575743317604065,0.0037942174822092056
0.09046414494514465,0.010183385573327541,18,2749,,
0.09266208112239838,0.010136483237147331,18,2799,,
0.10694606602191925,0.013215271756052971,18,2849,,
,,18,2868,0.04787243902683258,0.002893887460231781
0.09874184429645538,0.011887537315487862,19,2899,,
0.10517103970050812,0.013048559427261353,19,2949,,
0.09502264857292175,0.010810831561684608,19,2999,,
,,19,3019,0.05662176012992859,0.0038509503938257694
0.10006844997406006,0.011932715773582458,20,3049,,
0.12638840079307556,0.018321862444281578,20,3099,,
0.09190776199102402,0.010325435549020767,20,3149,,
,,20,3170,0.05138445273041725,0.0033589366357773542
0.09637555480003357,0.011461536400020123,21,3199,,
0.12004029005765915,0.01744048297405243,21,3249,,
0.11056307703256607,0.014113260433077812,21,3299,,
,,21,3321,0.0631270557641983,0.004843070171773434
0.09394589066505432,0.0106226596981287,22,3349,,
0.08871523290872574,0.009437136352062225,22,3399,,
0.08362913131713867,0.009465169161558151,22,3449,,
,,22,3472,0.05690779909491539,0.003811929374933243
0.1014886200428009,0.012566592544317245,23,3499,,
0.092351533472538,0.010354015044867992,23,3549,,
0.09669233858585358,0.011491521261632442,23,3599,,
,,23,3623,0.05093885958194733,0.003283172380179167
0.08417701721191406,0.008364954963326454,24,3649,,
0.10215987265110016,0.012706607580184937,24,3699,,
0.10445505380630493,0.013662807643413544,24,3749,,
,,24,3774,0.05670134723186493,0.003719425294548273
0.0841834768652916,0.009382471442222595,25,3799,,
0.08048896491527557,0.008532412350177765,25,3849,,
0.09653377532958984,0.011413860134780407,25,3899,,
,,25,3925,0.034070685505867004,0.0014660772867500782
0.07465149462223053,0.0073877424001693726,26,3949,,
0.12170387804508209,0.016489431262016296,26,3999,,
0.0890888050198555,0.009343652054667473,26,4049,,
,,26,4076,0.05076560378074646,0.0032430815044790506
0.09797760844230652,0.012749157845973969,27,4099,,
0.08786070346832275,0.009620806202292442,27,4149,,
0.09020218998193741,0.010588427074253559,27,4199,,
,,27,4227,0.045379638671875,0.0025412628892809153
0.0764019787311554,0.0075147151947021484,28,4249,,
0.11041779816150665,0.014545276761054993,28,4299,,
0.09658022224903107,0.011604715138673782,28,4349,,
,,28,4378,0.07086491584777832,0.005811529234051704
0.09527768194675446,0.01161862351000309,29,4399,,
0.10002831369638443,0.012864568270742893,29,4449,,
0.08132202923297882,0.007941272109746933,29,4499,,
,,29,4529,0.06019902974367142,0.004188226070255041
0.09176350384950638,0.009546875953674316,30,4549,,
0.08789870142936707,0.010693000629544258,30,4599,,
0.09064299613237381,0.009547519497573376,30,4649,,
,,30,4680,0.07132884860038757,0.005750980693846941
0.08167517185211182,0.008756447583436966,31,4699,,
0.09172000735998154,0.010112760588526726,31,4749,,
0.1002039909362793,0.011926734820008278,31,4799,,
,,31,4831,0.05392644181847572,0.0033751376904547215
0.1021631509065628,0.01201784797012806,32,4849,,
0.08812075108289719,0.009570769965648651,32,4899,,
0.09611387550830841,0.01086140051484108,32,4949,,
,,32,4982,0.056997500360012054,0.003945813048630953
0.08775314688682556,0.009202836081385612,33,4999,,
0.08903376758098602,0.009463924914598465,33,5049,,
0.09303716570138931,0.009918807074427605,33,5099,,
,,33,5133,0.04041251167654991,0.0019069467671215534
0.12219169735908508,0.01749091036617756,34,5149,,
0.08570106327533722,0.008455650880932808,34,5199,,
0.1120212972164154,0.014463590458035469,34,5249,,
,,34,5284,0.04819560796022415,0.0029460641089826822
0.10727688670158386,0.013753056526184082,35,5299,,
0.07445333153009415,0.0071680303663015366,35,5349,,
0.08764886856079102,0.009304217994213104,35,5399,,
,,35,5435,0.04524905979633331,0.0025462349876761436
0.07444566488265991,0.007114062085747719,36,5449,,
0.07540009915828705,0.006776975467801094,36,5499,,
0.1123742014169693,0.014631658792495728,36,5549,,
,,36,5586,0.05043851584196091,0.0030420846305787563
0.09601254761219025,0.012460789643228054,37,5599,,
0.08237490057945251,0.008055911399424076,37,5649,,
0.08053416013717651,0.008188003674149513,37,5699,,
,,37,5737,0.04767128452658653,0.0026888400316238403
0.10788746923208237,0.01342032104730606,38,5749,,
0.1271222084760666,0.01836252212524414,38,5799,,
0.10043060779571533,0.011707283556461334,38,5849,,
,,38,5888,0.04828578978776932,0.0026881613302975893
0.11240527033805847,0.014944298192858696,39,5899,,
0.07998214662075043,0.007521018385887146,39,5949,,
0.07881686091423035,0.007325253915041685,39,5999,,
,,39,6039,0.05083834379911423,0.002992957830429077
0.07202324271202087,0.006552253384143114,40,6049,,
0.0923566222190857,0.009670225903391838,40,6099,,
0.07290855050086975,0.006722381338477135,40,6149,,
,,40,6190,0.0644417479634285,0.00518486462533474
0.0975019559264183,0.01098053902387619,41,6199,,
0.0758163258433342,0.007105291821062565,41,6249,,
0.07506754994392395,0.006908160634338856,41,6299,,
,,41,6341,0.05306859314441681,0.0033450329210609198
0.09887149184942245,0.011898774653673172,42,6349,,
0.08983705937862396,0.010195836424827576,42,6399,,
0.07443202286958694,0.006917879916727543,42,6449,,
,,42,6492,0.05114832520484924,0.0037490269169211388
0.08446206897497177,0.008808291517198086,43,6499,,
0.08317926526069641,0.008806247264146805,43,6549,,
0.08650026470422745,0.009169033728539944,43,6599,,
,,43,6643,0.05423039570450783,0.003631503554061055
0.10559675097465515,0.012857685796916485,44,6649,,
0.09129646420478821,0.009932659566402435,44,6699,,
0.07457640767097473,0.00724498275667429,44,6749,,
,,44,6794,0.044320665299892426,0.002277413383126259
0.07531021535396576,0.006974014453589916,45,6799,,
0.0864284411072731,0.009942661039531231,45,6849,,
0.1052781343460083,0.013727637007832527,45,6899,,
